336
-1660.49 -1022.6 -5.11059
-1650.09 -1027.51 -5.11059
-1639.98 -1037.86 -5.11059
-1639.86 -1078.12 -5.11059
-1640.2 -1130.29 -5.11059
-1640.04 -1186.05 -5.11059
-1639.87 -1276.93 -5.11059
-1638.0 -1408.85 -5.11059
-1638.36 -1474.21 10.5838
-1639.99 -1532.14 21.2546
-1639.46 -1615.96 37.7341
-1639.4 -1676.71 52.2619
-1638.42 -1712.3 60.0
-1636.92 -1742.6 65.0
-1635.02 -1777.05 70.0
-1633.06 -1811.51 75.0
-1629.4 -1839.39 80.0
-1623.38 -1865.48 85.0
-1616.55 -1879.45 90.0
-1610.06 -1888.13 95.0
-1600.26 -1896.78 100.0
-1589.31 -1904.28 105.0
-1579.52 -1910.89 110.0
-1566.84 -1918.39 115.0
-1557.05 -1924.41 120.0
-1546.1 -1931.22 125.0
-1528.91 -1939.17 130.0
-1516.68 -1945.23 135.0
-1502.84 -1951.0 140.0
-1489.05 -1956.77 145.0
-1473.49 -1963.69 150.0
-1459.01 -1969.45 155.0
-1439.91 -1976.29 160.0
-1420.36 -1983.24 165.0
-1401.56 -1990.73 170.0
-1382.29 -1997.06 175.0
-1359.81 -2002.25 180.0
-1343.66 -2006.37 185.0
-1327.7 -2010.11 190.0
-1311.01 -2013.93 195.0
-1287.99 -2018.72 200.0
-1268.95 -2022.45 205.0
-1243.46 -2027.2 210.0
-1216.99 -2030.09 215.0
-1191.6 -2031.72 220.0
-1166.26 -2032.46 225.0
-1140.61 -2031.93 230.0
-1122.29 -2030.42 235.0
-1097.85 -2028.64 240.0
-1067.95 -2021.21 247.876
-1036.98 -2012.1 255.0
-1004.82 -2000.17 260.0
-973.619 -1987.89 265.0
-939.565 -1974.23 270.0
-865.558 -1943.05 282.982
-692.554 -1874.09 312.934
-551.135 -1804.8 325.858
-407.644 -1729.51 337.476
-300.916 -1681.22 341.555
-106.266 -1607.11 342.907
71.6705 -1530.44 344.26
181.142 -1477.07 344.279
284.242 -1415.92 345.56
396.238 -1326.07 346.925
490.578 -1227.71 346.925
550.753 -1152.84 345.56
598.76 -1064.51 345.56
635.493 -959.074 346.925
658.29 -866.714 345.56
662.13 -766.858 345.56
652.153 -665.786 346.925
649.975 -595.076 345.56
632.935 -520.394 345.56
606.355 -453.858 345.56
579.76 -388.029 346.925
531.446 -315.357 345.56
478.799 -244.748 345.56
427.016 -182.216 346.925
414.942 -154.385 345.56
399.085 -126.204 345.56
383.227 -105.638 345.56
366.597 -86.8443 345.56
324.204 -53.1853 345.56
302.178 -38.8605 345.56
264.59 -22.24 345.56
227.017 -7.27019 345.56
81.1285 31.616 346.925
-27.8823 45.6215 346.925
-155.753 53.2708 346.925
-281.389 55.6221 345.56
-374.216 51.3862 345.56
-441.184 35.1801 345.56
-485.564 18.2693 345.56
-514.924 -0.687782 345.56
-542.997 -22.6164 345.56
-576.935 -64.386 345.56
-597.877 -98.3237 345.56
-623.926 -155.757 345.56
-637.424 -194.916 345.56
-626.391 -244.858 345.56
-607.088 -294.175 346.925
-546.301 -351.099 345.56
-496.567 -395.716 345.56
-431.577 -426.448 346.925
-377.444 -433.721 345.56
-338.05 -431.93 345.56
-279.91 -423.067 346.925
-200.173 -412.234 345.56
-134.854 -407.707 346.925
-67.3115 -408.512 346.925
-12.1591 -412.234 345.56
26.6218 -424.809 346.925
63.0466 -453.418 345.56
93.0999 -493.222 346.925
107.812 -530.414 345.56
122.137 -580.551 345.56
129.969 -630.145 346.925
134.262 -694.461 346.925
135.433 -757.024 345.56
129.689 -813.375 346.925
116.441 -857.05 345.56
93.0999 -904.848 346.925
58.198 -948.213 345.56
6.81543 -1000.76 346.925
-44.6105 -1048.23 345.56
-96.4042 -1087.79 346.925
-149.451 -1117.88 345.56
-224.569 -1142.68 346.925
-309.739 -1156.87 346.925
-376.058 -1163.31 345.56
-430.383 -1164.73 345.56
-505.142 -1156.4 346.925
-583.795 -1135.88 346.925
-661.819 -1104.51 346.925
-704.837 -1085.52 345.56
-731.039 -1070.08 345.56
-750.586 -1057.3 345.56
-770.667 -1042.6 345.56
-788.12 -1025.83 345.56
-811.949 -1000.77 346.925
-854.351 -947.17 346.925
-894.53 -885.443 347.441
-937.204 -812.921 350.516
-988.031 -725.618 353.566
-1069.56 -586.365 368.408
-1154.0 -472.49 385.407
