158
275.163 1544.91 80.0
-175.915 1549.22 80.0
-559.332 1582.28 80.0
-649.148 1588.03 80.0
-737.481 1592.89 80.0
-828.193 1564.6 80.0
-895.639 1521.98 80.0
-946.186 1459.66 80.0
-1005.69 1386.86 80.0
-1043.72 1318.74 80.0
-1082.55 1247.0 80.0
-1122.79 1172.46 80.0
-1153.99 1105.88 80.0
-1189.92 1017.08 80.0
-1257.78 836.79 80.0
-1291.58 595.672 80.0
-1317.34 388.564 80.0
-1303.61 70.2678 80.0
-1279.22 -234.21 80.0
-1248.65 -462.388 80.0
-1202.12 -685.636 80.0
-1098.87 -933.382 80.0
-963.704 -1116.52 80.0
-886.364 -1204.03 80.0
-866.425 -1225.97 80.0
-840.142 -1257.89 80.0
-806.349 -1284.17 80.0
-763.17 -1316.12 80.0
-718.113 -1334.86 80.0
-676.811 -1349.88 80.0
-641.141 -1357.39 80.0
-610.019 -1361.91 80.0
-574.258 -1367.09 80.0
-526.617 -1372.7 80.0
-478.37 -1374.1 80.0
-425.173 -1374.71 80.0
-359.873 -1375.22 80.0
-309.474 -1372.79 80.0
-267.476 -1371.2 80.0
-222.679 -1370.35 80.0
-187.192 -1370.61 80.0
-146.492 -1371.76 80.0
-101.744 -1370.46 80.0
-56.274 -1363.95 80.0
-7.01471 -1354.69 80.0
38.4554 -1343.32 80.0
91.504 -1331.95 80.0
144.107 -1316.8 80.0
185.291 -1305.52 80.0
221.01 -1285.7 80.0
253.945 -1266.15 80.0
296.142 -1241.45 80.0
342.456 -1209.54 80.0
408.143 -1166.31 80.0
459.631 -1115.88 80.0
495.073 -1069.57 80.0
526.252 -1023.6 80.0
553.471 -979.641 80.0
575.182 -940.531 80.0
596.0 -900.392 80.0
618.443 -861.282 80.0
638.659 -824.231 80.0
651.1 -795.414 80.0
660.038 -770.713 80.0
666.745 -752.95 80.0
682.093 -709.99 80.0
697.158 -643.092 80.0
712.593 -546.347 80.0
719.016 -458.865 80.0
726.02 -375.499 80.0
733.847 -288.017 80.0
735.249 -222.933 80.0
736.178 -156.4 80.0
737.581 -48.6926 80.0
754.221 67.7482 80.0
761.887 176.911 80.0
769.996 254.054 80.0
767.144 318.361 80.0
761.881 387.96 80.0
751.925 465.133 80.0
725.987 517.458 80.0
703.243 542.112 80.0
686.267 558.743 80.0
653.044 571.257 80.0
618.471 578.006 80.0
582.501 575.401 80.0
480.171 569.509 80.0
441.375 561.376 80.0
405.37 551.752 80.0
341.891 533.506 80.0
301.375 514.421 80.0
277.044 494.865 80.0
241.625 467.452 80.0
221.017 428.709 80.0
187.607 309.867 80.0
180.675 223.487 80.0
157.041 99.7691 80.0
139.839 -19.9479 80.0
122.179 -85.0808 80.0
70.6576 -176.778 80.0
11.3658 -271.386 80.0
-37.2869 -344.162 80.0
-79.4372 -409.66 80.0
-138.626 -493.58 80.0
-184.787 -582.894 80.0
-246.553 -702.281 80.0
-290.32 -805.201 80.0
-313.967 -858.72 80.0
-330.954 -899.551 80.0
-338.878 -926.647 80.0
-346.251 -949.289 80.0
-355.305 -975.166 80.0
-363.513 -988.391 80.0
-373.226 -984.81 80.0
-387.964 -965.043 80.0
-397.21 -920.476 80.0
-404.075 -854.443 80.0
-412.193 -782.559 80.0
-418.118 -716.004 80.0
-422.873 -650.649 80.0
-436.463 -584.431 80.0
-444.554 -516.134 80.0
-451.98 -436.747 80.0
-459.447 -378.91 80.0
-465.294 -331.209 80.0
-468.755 -284.959 80.0
-477.468 -239.127 80.0
-488.442 -181.216 80.0
-491.897 -131.852 80.0
-503.913 -44.7545 80.0
-527.519 84.7412 80.0
-534.395 167.098 80.0
-544.787 257.48 80.0
-557.268 325.571 80.0
-555.167 386.105 80.0
-539.04 460.816 80.0
-506.197 557.043 80.0
-479.19 605.069 80.0
-445.834 644.707 80.0
-135.782 807.679 80.0
44.4349 890.389 80.0
81.6208 906.647 80.0
224.156 962.861 80.0
357.281 1027.62 80.0
439.898 1071.96 80.0
533.727 1130.75 80.0
626.051 1204.65 80.0
689.055 1263.59 80.0
699.076 1280.01 80.0
707.276 1310.06 80.0
706.437 1334.7 80.0
693.222 1371.98 80.0
677.498 1406.27 80.0
661.589 1432.32 80.0
613.753 1469.93 80.0
533.519 1505.2 80.0
478.148 1525.08 80.0
410.486 1536.79 80.0
